a,aaac2b1
db1a2c,c2a1bdc
db1a23,32a1bd3
db1ac2,2ca1bd2
db1ac3,3ca1bd3
db1a32,23a1bd2
db1a3c,c3a1bdc
db12ac,ca21bdc
db12a3,3a21bd3
db12ca,ac21bda
db12c3,3c21bd3
db123a,a321bda
db123c,c321bdc
db1ca2,2ac1bd2
db1ca3,3ac1bd3
db1c2a,a2c1bda
db1c23,32c1bd3
db1c3a,a3c1bda
db1c32,23c1bd2
db13a2,2a31bd2
db13ac,ca31bdc
db132a,a231bda
db132c,c231bdc
db13ca,ac31bda
db13c2,2c31bd2
db2a1c,c1a2bdc
db2a13,31a2bd3
db2ac1,1ca2bd1
db2ac3,3ca2bd3
db2a31,13a2bd1
db2a3c,c3a2bdc
db21ac,ca12bdc
db21a3,3a12bd3
db21ca,ac12bda
db21c3,3c12bd3
db213a,a312bda
db213c,c312bdc
db2ca1,1ac2bd1
db2ca3,3ac2bd3
db2c1a,a1c2bda
db2c13,31c2bd3
db2c3a,a3c2bda
db2c31,13c2bd1
db23a1,1a32bd1
db23ac,ca32bdc
db231a,a132bda
db231c,c132bdc
db23ca,ac32bda
db23c1,1c32bd1
dbca12,21acbd2
dbca13,31acbd3
dbca21,12acbd1
dbca23,32acbd3
dbca31,13acbd1
dbca32,23acbd2
dbc1a2,2a1cbd2
dbc1a3,3a1cbd3
dbc12a,a21cbda
dbc123,321cbd3
dbc13a,a31cbda
dbc132,231cbd2
dbc2a1,1a2cbd1
dbc2a3,3a2cbd3
dbc21a,a12cbda
dbc213,312cbd3
dbc23a,a32cbda
dbc231,132cbd1
dbc3a1,1a3cbd1
dbc3a2,2a3cbd2
dbc31a,a13cbda
dbc312,213cbd2
dbc32a,a23cbda
dbc321,123cbd1
db3a12,21a3bd2
db3a1c,c1a3bdc
db3a21,12a3bd1
db3a2c,c2a3bdc
db3ac1,1ca3bd1
db3ac2,2ca3bd2
db31a2,2a13bd2
db31ac,ca13bdc
db312a,a213bda
db312c,c213bdc
db31ca,ac13bda
db31c2,2c13bd2
db32a1,1a23bd1
db32ac,ca23bdc
db321a,a123bda
db321c,c123bdc
db32ca,ac23bda
db32c1,1c23bd1
db3ca1,1ac3bd1
db3ca2,2ac3bd2
db3c1a,a1c3bda
db3c12,21c3bd2
db3c2a,a2c3bda
db3c21,12c3bd1
d2a1bc,cb1a2dc
d2a1b3,3b1a2d3
d2a1cb,bc1a2db
d2a1c3,3c1a2d3
d2a13b,b31a2db
d2a13c,c31a2dc
d2ab1c,c1ba2dc
d2ab13,31ba2d3
d2abc1,1cba2d1
d2abc3,3cba2d3
d2ab31,13ba2d1
d2ab3c,c3ba2dc
d2ac1b,b1ca2db
d2ac13,31ca2d3
d2acb1,1bca2d1
d2acb3,3bca2d3
d2ac31,13ca2d1
d2ac3b,b3ca2db
d2a31b,b13a2db
d2a31c,c13a2dc
d2a3b1,1b3a2d1
d2a3bc,cb3a2dc
d2a3c1,1c3a2d1
d2a3cb,bc3a2db
d21abc,cba12dc
d21ab3,3ba12d3
d21acb,bca12db
d21ac3,3ca12d3
d21a3b,b3a12db
d21a3c,c3a12dc
d21bac,cab12dc
d21ba3,3ab12d3
d21bca,acb12da
d21bc3,3cb12d3
d21b3a,a3b12da
d21b3c,c3b12dc
d21cab,bac12db
d21ca3,3ac12d3
d21cba,abc12da
d21cb3,3bc12d3
d21c3a,a3c12da
d21c3b,b3c12db
d213ab,ba312db
d213ac,ca312dc
d213ba,ab312da
d213bc,cb312dc
d213ca,ac312da
d213cb,bc312db
d2ba1c,c1ab2dc
d2ba13,31ab2d3
d2bac1,1cab2d1
d2bac3,3cab2d3
d2ba31,13ab2d1
d2ba3c,c3ab2dc
d2b1ac,ca1b2dc
d2b1a3,3a1b2d3
d2b1ca,ac1b2da
d2b1c3,3c1b2d3
d2b13a,a31b2da
d2b13c,c31b2dc
d2bca1,1acb2d1
d2bca3,3acb2d3
d2bc1a,a1cb2da
d2bc13,31cb2d3
d2bc3a,a3cb2da
d2bc31,13cb2d1
d2b3a1,1a3b2d1
d2b3ac,ca3b2dc
d2b31a,a13b2da
d2b31c,c13b2dc
d2b3ca,ac3b2da
d2b3c1,1c3b2d1
d2ca1b,b1ac2db
d2ca13,31ac2d3
d2cab1,1bac2d1
d2cab3,3bac2d3
d2ca31,13ac2d1
d2ca3b,b3ac2db
d2c1ab,ba1c2db
d2c1a3,3a1c2d3
d2c1ba,ab1c2da
d2c1b3,3b1c2d3
d2c13a,a31c2da
d2c13b,b31c2db
d2cba1,1abc2d1
d2cba3,3abc2d3
d2cb1a,a1bc2da
d2cb13,31bc2d3
d2cb3a,a3bc2da
d2cb31,13bc2d1
d2c3a1,1a3c2d1
d2c3ab,ba3c2db
d2c31a,a13c2da
d2c31b,b13c2db
d2c3ba,ab3c2da
d2c3b1,1b3c2d1
d23a1b,b1a32db
d23a1c,c1a32dc
d23ab1,1ba32d1
d23abc,cba32dc
d23ac1,1ca32d1
d23acb,bca32db
d231ab,ba132db
d231ac,ca132dc
d231ba,ab132da
d231bc,cb132dc
d231ca,ac132da
d231cb,bc132db
d23ba1,1ab32d1
d23bac,cab32dc
d23b1a,a1b32da
d23b1c,c1b32dc
d23bca,acb32da
d23bc1,1cb32d1
d23ca1,1ac32d1
d23cab,bac32db
d23c1a,a1c32da
d23c1b,b1c32db
d23cba,abc32da
d23cb1,1bc32d1
dca1b2,2b1acd2
dca1b3,3b1acd3
dca12b,b21acdb
dca123,321acd3
dca13b,b31acdb
dca132,231acd2
dcab12,21bacd2
dcab13,31bacd3
dcab21,12bacd1
dcab23,32bacd3
dcab31,13bacd1
dcab32,23bacd2
dca21b,b12acdb
dca213,312acd3
dca2b1,1b2acd1
dca2b3,3b2acd3
dca231,132acd1
dca23b,b32acdb
dca31b,b13acdb
dca312,213acd2
dca3b1,1b3acd1
dca3b2,2b3acd2
dca321,123acd1
dca32b,b23acdb
dc1ab2,2ba1cd2
dc1ab3,3ba1cd3
dc1a2b,b2a1cdb
dc1a23,32a1cd3
dc1a3b,b3a1cdb
dc1a32,23a1cd2
dc1ba2,2ab1cd2
dc1ba3,3ab1cd3
dc1b2a,a2b1cda
dc1b23,32b1cd3
dc1b3a,a3b1cda
dc1b32,23b1cd2
dc12ab,ba21cdb
dc12a3,3a21cd3
dc12ba,ab21cda
dc12b3,3b21cd3
dc123a,a321cda
dc123b,b321cdb
dc13ab,ba31cdb
dc13a2,2a31cd2
dc13ba,ab31cda
dc13b2,2b31cd2
dc132a,a231cda
dc132b,b231cdb
dcba12,21abcd2
dcba13,31abcd3
dcba21,12abcd1
dcba23,32abcd3
dcba31,13abcd1
dcba32,23abcd2
dcb1a2,2a1bcd2
dcb1a3,3a1bcd3
dcb12a,a21bcda
dcb123,321bcd3
dcb13a,a31bcda
dcb132,231bcd2
dcb2a1,1a2bcd1
dcb2a3,3a2bcd3
dcb21a,a12bcda
dcb213,312bcd3
dcb23a,a32bcda
dcb231,132bcd1
dcb3a1,1a3bcd1
dcb3a2,2a3bcd2
dcb31a,a13bcda
dcb312,213bcd2
dcb32a,a23bcda
dcb321,123bcd1
dc2a1b,b1a2cdb
dc2a13,31a2cd3
dc2ab1,1ba2cd1
dc2ab3,3ba2cd3
dc2a31,13a2cd1
dc2a3b,b3a2cdb
dc21ab,ba12cdb
dc21a3,3a12cd3
dc21ba,ab12cda
dc21b3,3b12cd3
dc213a,a312cda
dc213b,b312cdb
dc2ba1,1ab2cd1
dc2ba3,3ab2cd3
dc2b1a,a1b2cda
dc2b13,31b2cd3
dc2b3a,a3b2cda
dc2b31,13b2cd1
dc23a1,1a32cd1
dc23ab,ba32cdb
dc231a,a132cda
dc231b,b132cdb
dc23ba,ab32cda
dc23b1,1b32cd1
dc3a1b,b1a3cdb
dc3a12,21a3cd2
dc3ab1,1ba3cd1
dc3ab2,2ba3cd2
dc3a21,12a3cd1
dc3a2b,b2a3cdb
dc31ab,ba13cdb
dc31a2,2a13cd2
dc31ba,ab13cda
dc31b2,2b13cd2
dc312a,a213cda
dc312b,b213cdb
dc3ba1,1ab3cd1
dc3ba2,2ab3cd2
dc3b1a,a1b3cda
dc3b12,21b3cd2
dc3b2a,a2b3cda
dc3b21,12b3cd1
dc32a1,1a23cd1
dc32ab,ba23cdb
dc321a,a123cda
dc321b,b123cdb
dc32ba,ab23cda
dc32b1,1b23cd1
d3a1b2,2b1a3d2
d3a1bc,cb1a3dc
d3a12b,b21a3db
d3a12c,c21a3dc
d3a1cb,bc1a3db
d3a1c2,2c1a3d2
d3ab12,21ba3d2
d3ab1c,c1ba3dc
d3ab21,12ba3d1
d3ab2c,c2ba3dc
d3abc1,1cba3d1
d3abc2,2cba3d2
d3a21b,b12a3db
d3a21c,c12a3dc
d3a2b1,1b2a3d1
d3a2bc,cb2a3dc
d3a2c1,1c2a3d1
d3a2cb,bc2a3db
d3ac1b,b1ca3db
d3ac12,21ca3d2
d3acb1,1bca3d1
d3acb2,2bca3d2
d3ac21,12ca3d1
d3ac2b,b2ca3db
d31ab2,2ba13d2
d31abc,cba13dc
d31a2b,b2a13db
d31a2c,c2a13dc
d31acb,bca13db
d31ac2,2ca13d2
d31ba2,2ab13d2
d31bac,cab13dc
d31b2a,a2b13da
d31b2c,c2b13dc
d31bca,acb13da
d31bc2,2cb13d2
d312ab,ba213db
d312ac,ca213dc
d312ba,ab213da
d312bc,cb213dc
d312ca,ac213da
d312cb,bc213db
d31cab,bac13db
d31ca2,2ac13d2
d31cba,abc13da
d31cb2,2bc13d2
d31c2a,a2c13da
d31c2b,b2c13db
d3ba12,21ab3d2
d3ba1c,c1ab3dc
d3ba21,12ab3d1
d3ba2c,c2ab3dc
d3bac1,1cab3d1
d3bac2,2cab3d2
d3b1a2,2a1b3d2
d3b1ac,ca1b3dc
d3b12a,a21b3da
d3b12c,c21b3dc
d3b1ca,ac1b3da
d3b1c2,2c1b3d2
d3b2a1,1a2b3d1
d3b2ac,ca2b3dc
d3b21a,a12b3da
d3b21c,c12b3dc
d3b2ca,ac2b3da
d3b2c1,1c2b3d1
d3bca1,1acb3d1
d3bca2,2acb3d2
d3bc1a,a1cb3da
d3bc12,21cb3d2
d3bc2a,a2cb3da
d3bc21,12cb3d1
d32a1b,b1a23db
d32a1c,c1a23dc
d32ab1,1ba23d1
d32abc,cba23dc
d32ac1,1ca23d1
d32acb,bca23db
d321ab,ba123db
d321ac,ca123dc
d321ba,ab123da
d321bc,cb123dc
d321ca,ac123da
d321cb,bc123db
d32ba1,1ab23d1
d32bac,cab23dc
d32b1a,a1b23da
d32b1c,c1b23dc
d32bca,acb23da
d32bc1,1cb23d1
d32ca1,1ac23d1
d32cab,bac23db
d32c1a,a1c23da
d32c1b,b1c23db
d32cba,abc23da
d32cb1,1bc23d1
d3ca1b,b1ac3db
d3ca12,21ac3d2
d3cab1,1bac3d1
d3cab2,2bac3d2
d3ca21,12ac3d1
d3ca2b,b2ac3db
d3c1ab,ba1c3db
d3c1a2,2a1c3d2
d3c1ba,ab1c3da
d3c1b2,2b1c3d2
d3c12a,a21c3da
d3c12b,b21c3db
d3cba1,1abc3d1
d3cba2,2abc3d2
d3cb1a,a1bc3da
d3cb12,21bc3d2
d3cb2a,a2bc3da
d3cb21,12bc3d1
d3c2a1,1a2c3d1
d3c2ab,ba2c3db
d3c21a,a12c3da
d3c21b,b12c3db
d3c2ba,ab2c3da
d3c2b1,1b2c3d1
a1b2c3d,d3c2b1a
a1b2cd3,3dc2b1a
a1b23cd,dc32b1a
a1b23dc,cd32b1a
a1b2dc3,3cd2b1a
a1b2d3c,c3d2b1a
a1bc23d,d32cb1a
a1bc2d3,3d2cb1a
a1bc32d,d23cb1a
a1bc3d2,2d3cb1a
a1bcd23,32dcb1a
a1bcd32,23dcb1a
a1b32cd,dc23b1a
a1b32dc,cd23b1a
a1b3c2d,d2c3b1a
a1b3cd2,2dc3b1a
a1b3d2c,c2d3b1a
a1b3dc2,2cd3b1a
a1bd2c3,3c2db1a
a1bd23c,c32db1a
a1bdc23,32cdb1a
a1bdc32,23cdb1a
a1bd32c,c23db1a
a1bd3c2,2c3db1a
a12bc3d,d3cb21a
a12bcd3,3dcb21a
a12b3cd,dc3b21a
a12b3dc,cd3b21a
a12bdc3,3cdb21a
a12bd3c,c3db21a
a12cb3d,d3bc21a
a12cbd3,3dbc21a
a12c3bd,db3c21a
a12c3db,bd3c21a
a12cdb3,3bdc21a
a12cd3b,b3dc21a
a123bcd,dcb321a
a123bdc,cdb321a
a123cbd,dbc321a
a123cdb,bdc321a
a123dbc,cbd321a
a123dcb,bcd321a
a12dbc3,3cbd21a
a12db3c,c3bd21a
a12dcb3,3bcd21a
a12dc3b,b3cd21a
a12d3bc,cb3d21a
a12d3cb,bc3d21a
a1cb23d,d32bc1a
a1cb2d3,3d2bc1a
a1cb32d,d23bc1a
a1cb3d2,2d3bc1a
a1cbd23,32dbc1a
a1cbd32,23dbc1a
a1c2b3d,d3b2c1a
a1c2bd3,3db2c1a
a1c23bd,db32c1a
a1c23db,bd32c1a
a1c2db3,3bd2c1a
a1c2d3b,b3d2c1a
a1c3b2d,d2b3c1a
a1c3bd2,2db3c1a
a1c32bd,db23c1a
a1c32db,bd23c1a
a1c3db2,2bd3c1a
a1c3d2b,b2d3c1a
a1cdb23,32bdc1a
a1cdb32,23bdc1a
a1cd2b3,3b2dc1a
a1cd23b,b32dc1a
a1cd3b2,2b3dc1a
a1cd32b,b23dc1a
a13b2cd,dc2b31a
a13b2dc,cd2b31a
a13bc2d,d2cb31a
a13bcd2,2dcb31a
a13bd2c,c2db31a
a13bdc2,2cdb31a
a132bcd,dcb231a
a132bdc,cdb231a
a132cbd,dbc231a
a132cdb,bdc231a
a132dbc,cbd231a
a132dcb,bcd231a
a13cb2d,d2bc31a
a13cbd2,2dbc31a
a13c2bd,db2c31a
a13c2db,bd2c31a
a13cdb2,2bdc31a
a13cd2b,b2dc31a
a13db2c,c2bd31a
a13dbc2,2cbd31a
a13d2bc,cb2d31a
a13d2cb,bc2d31a
a13dcb2,2bcd31a
a13dc2b,b2cd31a
a1db2c3,3c2bd1a
a1db23c,c32bd1a
a1dbc23,32cbd1a
a1dbc32,23cbd1a
a1db32c,c23bd1a
a1db3c2,2c3bd1a
a1d2bc3,3cb2d1a
a1d2b3c,c3b2d1a
a1d2cb3,3bc2d1a
a1d2c3b,b3c2d1a
a1d23bc,cb32d1a
a1d23cb,bc32d1a
a1dcb23,32bcd1a
a1dcb32,23bcd1a
a1dc2b3,3b2cd1a
a1dc23b,b32cd1a
a1dc3b2,2b3cd1a
a1dc32b,b23cd1a
a1d3b2c,c2b3d1a
a1d3bc2,2cb3d1a
a1d32bc,cb23d1a
a1d32cb,bc23d1a
a1d3cb2,2bc3d1a
a1d3c2b,b2c3d1a
ab12c3d,d3c21ba
ab12cd3,3dc21ba
ab123cd,dc321ba
ab123dc,cd321ba
ab12dc3,3cd21ba
ab12d3c,c3d21ba
ab1c23d,d32c1ba
ab1c2d3,3d2c1ba
ab1c32d,d23c1ba
ab1c3d2,2d3c1ba
ab1cd23,32dc1ba
ab1cd32,23dc1ba
ab132cd,dc231ba
ab132dc,cd231ba
ab13c2d,d2c31ba
ab13cd2,2dc31ba
ab13d2c,c2d31ba
ab13dc2,2cd31ba
ab1d2c3,3c2d1ba
ab1d23c,c32d1ba
ab1dc23,32cd1ba
ab1dc32,23cd1ba
ab1d32c,c23d1ba
ab1d3c2,2c3d1ba
ab21c3d,d3c12ba
ab21cd3,3dc12ba
ab213cd,dc312ba
ab213dc,cd312ba
ab21dc3,3cd12ba
ab21d3c,c3d12ba
ab2c13d,d31c2ba
ab2c1d3,3d1c2ba
ab2c31d,d13c2ba
ab2c3d1,1d3c2ba
ab2cd13,31dc2ba
ab2cd31,13dc2ba
ab231cd,dc132ba
ab231dc,cd132ba
ab23c1d,d1c32ba
ab23cd1,1dc32ba
ab23d1c,c1d32ba
ab23dc1,1cd32ba
ab2d1c3,3c1d2ba
ab2d13c,c31d2ba
ab2dc13,31cd2ba
ab2dc31,13cd2ba
ab2d31c,c13d2ba
ab2d3c1,1c3d2ba
abc123d,d321cba
abc12d3,3d21cba
abc132d,d231cba
abc13d2,2d31cba
abc1d23,32d1cba
abc1d32,23d1cba
abc213d,d312cba
abc21d3,3d12cba
abc231d,d132cba
abc23d1,1d32cba
abc2d13,31d2cba
abc2d31,13d2cba
abc312d,d213cba
abc31d2,2d13cba
abc321d,d123cba
abc32d1,1d23cba
abc3d12,21d3cba
abc3d21,12d3cba
abcd123,321dcba
abcd132,231dcba
abcd213,312dcba
abcd231,132dcba
abcd312,213dcba
abcd321,123dcba
ab312cd,dc213ba
ab312dc,cd213ba
ab31c2d,d2c13ba
ab31cd2,2dc13ba
ab31d2c,c2d13ba
ab31dc2,2cd13ba
ab321cd,dc123ba
ab321dc,cd123ba
ab32c1d,d1c23ba
ab32cd1,1dc23ba
ab32d1c,c1d23ba
ab32dc1,1cd23ba
ab3c12d,d21c3ba
ab3c1d2,2d1c3ba
ab3c21d,d12c3ba
ab3c2d1,1d2c3ba
ab3cd12,21dc3ba
ab3cd21,12dc3ba
ab3d12c,c21d3ba
ab3d1c2,2c1d3ba
ab3d21c,c12d3ba
ab3d2c1,1c2d3ba
ab3dc12,21cd3ba
ab3dc21,12cd3ba
abd12c3,3c21dba
abd123c,c321dba
abd1c23,32c1dba
abd1c32,23c1dba
abd132c,c231dba
abd13c2,2c31dba
abd21c3,3c12dba
abd213c,c312dba
abd2c13,31c2dba
abd2c31,13c2dba
abd231c,c132dba
abd23c1,1c32dba
abdc123,321cdba
abdc132,231cdba
abdc213,312cdba
abdc231,132cdba
abdc312,213cdba
abdc321,123cdba
abd312c,c213dba
abd31c2,2c13dba
abd321c,c123dba
abd32c1,1c23dba
abd3c12,21c3dba
abd3c21,12c3dba
a21bc3d,d3cb12a
a21bcd3,3dcb12a
a21b3cd,dc3b12a
a21b3dc,cd3b12a
a21bdc3,3cdb12a
a21bd3c,c3db12a
a21cb3d,d3bc12a
a21cbd3,3dbc12a
a21c3bd,db3c12a
a21c3db,bd3c12a
a21cdb3,3bdc12a
a21cd3b,b3dc12a
a213bcd,dcb312a
a213bdc,cdb312a
a213cbd,dbc312a
a213cdb,bdc312a
a213dbc,cbd312a
a213dcb,bcd312a
a21dbc3,3cbd12a
a21db3c,c3bd12a
a21dcb3,3bcd12a
a21dc3b,b3cd12a
a21d3bc,cb3d12a
a21d3cb,bc3d12a
a2b1c3d,d3c1b2a
a2b1cd3,3dc1b2a
a2b13cd,dc31b2a
a2b13dc,cd31b2a
a2b1dc3,3cd1b2a
a2b1d3c,c3d1b2a
a2bc13d,d31cb2a
a2bc1d3,3d1cb2a
a2bc31d,d13cb2a
a2bc3d1,1d3cb2a
a2bcd13,31dcb2a
a2bcd31,13dcb2a
a2b31cd,dc13b2a
a2b31dc,cd13b2a
a2b3c1d,d1c3b2a
a2b3cd1,1dc3b2a
a2b3d1c,c1d3b2a
a2b3dc1,1cd3b2a
a2bd1c3,3c1db2a
a2bd13c,c31db2a
a2bdc13,31cdb2a
a2bdc31,13cdb2a
a2bd31c,c13db2a
a2bd3c1,1c3db2a
a2c1b3d,d3b1c2a
a2c1bd3,3db1c2a
a2c13bd,db31c2a
a2c13db,bd31c2a
a2c1db3,3bd1c2a
a2c1d3b,b3d1c2a
a2cb13d,d31bc2a
a2cb1d3,3d1bc2a
a2cb31d,d13bc2a
a2cb3d1,1d3bc2a
a2cbd13,31dbc2a
a2cbd31,13dbc2a
a2c31bd,db13c2a
a2c31db,bd13c2a
a2c3b1d,d1b3c2a
a2c3bd1,1db3c2a
a2c3d1b,b1d3c2a
a2c3db1,1bd3c2a
a2cd1b3,3b1dc2a
a2cd13b,b31dc2a
a2cdb13,31bdc2a
a2cdb31,13bdc2a
a2cd31b,b13dc2a
a2cd3b1,1b3dc2a
a231bcd,dcb132a
a231bdc,cdb132a
a231cbd,dbc132a
a231cdb,bdc132a
a231dbc,cbd132a
a231dcb,bcd132a
a23b1cd,dc1b32a
a23b1dc,cd1b32a
a23bc1d,d1cb32a
a23bcd1,1dcb32a
a23bd1c,c1db32a
a23bdc1,1cdb32a
a23c1bd,db1c32a
a23c1db,bd1c32a
a23cb1d,d1bc32a
a23cbd1,1dbc32a
a23cd1b,b1dc32a
a23cdb1,1bdc32a
a23d1bc,cb1d32a
a23d1cb,bc1d32a
a23db1c,c1bd32a
a23dbc1,1cbd32a
a23dc1b,b1cd32a
a23dcb1,1bcd32a
a2d1bc3,3cb1d2a
a2d1b3c,c3b1d2a
a2d1cb3,3bc1d2a
a2d1c3b,b3c1d2a
a2d13bc,cb31d2a
a2d13cb,bc31d2a
a2db1c3,3c1bd2a
a2db13c,c31bd2a
a2dbc13,31cbd2a
a2dbc31,13cbd2a
a2db31c,c13bd2a
a2db3c1,1c3bd2a
a2dc1b3,3b1cd2a
a2dc13b,b31cd2a
a2dcb13,31bcd2a
a2dcb31,13bcd2a
a2dc31b,b13cd2a
a2dc3b1,1b3cd2a
a2d31bc,cb13d2a
a2d31cb,bc13d2a
a2d3b1c,c1b3d2a
a2d3bc1,1cb3d2a
a2d3c1b,b1c3d2a
a2d3cb1,1bc3d2a
ac1b23d,d32b1ca
ac1b2d3,3d2b1ca
ac1b32d,d23b1ca
ac1b3d2,2d3b1ca
ac1bd23,32db1ca
ac1bd32,23db1ca
ac12b3d,d3b21ca
ac12bd3,3db21ca
ac123bd,db321ca
ac123db,bd321ca
ac12db3,3bd21ca
ac12d3b,b3d21ca
ac13b2d,d2b31ca
ac13bd2,2db31ca
ac132bd,db231ca
ac132db,bd231ca
ac13db2,2bd31ca
ac13d2b,b2d31ca
ac1db23,32bd1ca
ac1db32,23bd1ca
ac1d2b3,3b2d1ca
ac1d23b,b32d1ca
ac1d3b2,2b3d1ca
ac1d32b,b23d1ca
acb123d,d321bca
acb12d3,3d21bca
acb132d,d231bca
acb13d2,2d31bca
acb1d23,32d1bca
acb1d32,23d1bca
acb213d,d312bca
acb21d3,3d12bca
acb231d,d132bca
acb23d1,1d32bca
acb2d13,31d2bca
acb2d31,13d2bca
acb312d,d213bca
acb31d2,2d13bca
acb321d,d123bca
acb32d1,1d23bca
acb3d12,21d3bca
acb3d21,12d3bca
acbd123,321dbca
acbd132,231dbca
acbd213,312dbca
acbd231,132dbca
acbd312,213dbca
acbd321,123dbca
ac21b3d,d3b12ca
ac21bd3,3db12ca
ac213bd,db312ca
ac213db,bd312ca
ac21db3,3bd12ca
ac21d3b,b3d12ca
ac2b13d,d31b2ca
ac2b1d3,3d1b2ca
ac2b31d,d13b2ca
ac2b3d1,1d3b2ca
ac2bd13,31db2ca
ac2bd31,13db2ca
ac231bd,db132ca
ac231db,bd132ca
ac23b1d,d1b32ca
ac23bd1,1db32ca
ac23d1b,b1d32ca
ac23db1,1bd32ca
ac2d1b3,3b1d2ca
ac2d13b,b31d2ca
ac2db13,31bd2ca
ac2db31,13bd2ca
ac2d31b,b13d2ca
ac2d3b1,1b3d2ca
ac31b2d,d2b13ca
ac31bd2,2db13ca
ac312bd,db213ca
ac312db,bd213ca
ac31db2,2bd13ca
ac31d2b,b2d13ca
ac3b12d,d21b3ca
ac3b1d2,2d1b3ca
ac3b21d,d12b3ca
ac3b2d1,1d2b3ca
ac3bd12,21db3ca
ac3bd21,12db3ca
ac321bd,db123ca
ac321db,bd123ca
ac32b1d,d1b23ca
ac32bd1,1db23ca
ac32d1b,b1d23ca
ac32db1,1bd23ca
ac3d1b2,2b1d3ca
ac3d12b,b21d3ca
ac3db12,21bd3ca
ac3db21,12bd3ca
ac3d21b,b12d3ca
ac3d2b1,1b2d3ca
acd1b23,32b1dca
acd1b32,23b1dca
acd12b3,3b21dca
acd123b,b321dca
acd13b2,2b31dca
acd132b,b231dca
acdb123,321bdca
acdb132,231bdca
acdb213,312bdca
acdb231,132bdca
acdb312,213bdca
acdb321,123bdca
acd21b3,3b12dca
acd213b,b312dca
acd2b13,31b2dca
acd2b31,13b2dca
acd231b,b132dca
acd23b1,1b32dca
acd31b2,2b13dca
acd312b,b213dca
acd3b12,21b3dca
acd3b21,12b3dca
acd321b,b123dca
acd32b1,1b23dca
a31b2cd,dc2b13a
a31b2dc,cd2b13a
a31bc2d,d2cb13a
a31bcd2,2dcb13a
a31bd2c,c2db13a
a31bdc2,2cdb13a
a312bcd,dcb213a
a312bdc,cdb213a
a312cbd,dbc213a
a312cdb,bdc213a
a312dbc,cbd213a
a312dcb,bcd213a
a31cb2d,d2bc13a
a31cbd2,2dbc13a
a31c2bd,db2c13a
a31c2db,bd2c13a
a31cdb2,2bdc13a
a31cd2b,b2dc13a
a31db2c,c2bd13a
a31dbc2,2cbd13a
a31d2bc,cb2d13a
a31d2cb,bc2d13a
a31dcb2,2bcd13a
a31dc2b,b2cd13a
a3b12cd,dc21b3a
a3b12dc,cd21b3a
a3b1c2d,d2c1b3a
a3b1cd2,2dc1b3a
a3b1d2c,c2d1b3a
a3b1dc2,2cd1b3a
a3b21cd,dc12b3a
a3b21dc,cd12b3a
a3b2c1d,d1c2b3a
a3b2cd1,1dc2b3a
a3b2d1c,c1d2b3a
a3b2dc1,1cd2b3a
a3bc12d,d21cb3a
a3bc1d2,2d1cb3a
a3bc21d,d12cb3a
a3bc2d1,1d2cb3a
a3bcd12,21dcb3a
a3bcd21,12dcb3a
a3bd12c,c21db3a
a3bd1c2,2c1db3a
a3bd21c,c12db3a
a3bd2c1,1c2db3a
a3bdc12,21cdb3a
a3bdc21,12cdb3a
a321bcd,dcb123a
a321bdc,cdb123a
a321cbd,dbc123a
a321cdb,bdc123a
a321dbc,cbd123a
a321dcb,bcd123a
a32b1cd,dc1b23a
a32b1dc,cd1b23a
a32bc1d,d1cb23a
a32bcd1,1dcb23a
a32bd1c,c1db23a
a32bdc1,1cdb23a
a32c1bd,db1c23a
a32c1db,bd1c23a
a32cb1d,d1bc23a
a32cbd1,1dbc23a
a32cd1b,b1dc23a
a32cdb1,1bdc23a
a32d1bc,cb1d23a
a32d1cb,bc1d23a
a32db1c,c1bd23a
a32dbc1,1cbd23a
a32dc1b,b1cd23a
a32dcb1,1bcd23a
a3c1b2d,d2b1c3a
a3c1bd2,2db1c3a
a3c12bd,db21c3a
a3c12db,bd21c3a
a3c1db2,2bd1c3a
a3c1d2b,b2d1c3a
a3cb12d,d21bc3a
a3cb1d2,2d1bc3a
a3cb21d,d12bc3a
a3cb2d1,1d2bc3a
a3cbd12,21dbc3a
a3cbd21,12dbc3a
a3c21bd,db12c3a
a3c21db,bd12c3a
a3c2b1d,d1b2c3a
a3c2bd1,1db2c3a
a3c2d1b,b1d2c3a
a3c2db1,1bd2c3a
a3cd1b2,2b1dc3a
a3cd12b,b21dc3a
a3cdb12,21bdc3a
a3cdb21,12bdc3a
a3cd21b,b12dc3a
a3cd2b1,1b2dc3a
a3d1b2c,c2b1d3a
a3d1bc2,2cb1d3a
a3d12bc,cb21d3a
a3d12cb,bc21d3a
a3d1cb2,2bc1d3a
a3d1c2b,b2c1d3a
a3db12c,c21bd3a
a3db1c2,2c1bd3a
a3db21c,c12bd3a
a3db2c1,1c2bd3a
a3dbc12,21cbd3a
a3dbc21,12cbd3a
a3d21bc,cb12d3a
a3d21cb,bc12d3a
a3d2b1c,c1b2d3a
a3d2bc1,1cb2d3a
a3d2c1b,b1c2d3a
a3d2cb1,1bc2d3a
a3dc1b2,2b1cd3a
a3dc12b,b21cd3a
a3dcb12,21bcd3a
a3dcb21,12bcd3a
a3dc21b,b12cd3a
a3dc2b1,1b2cd3a
ad1b2c3,3c2b1da
ad1b23c,c32b1da
ad1bc23,32cb1da
ad1bc32,23cb1da
ad1b32c,c23b1da
ad1b3c2,2c3b1da
ad12bc3,3cb21da
