a,aaaedcb
gbfcad,dacfbgd
gbfcae,eacfbge
gbfcda,adcfbga
gbfcde,edcfbge
gbfcea,aecfbga
gbfced,decfbgd
gbfdac,cadfbgc
gbfdae,eadfbge
gbfdca,acdfbga
gbfdce,ecdfbge
gbfdea,aedfbga
gbfdec,cedfbgc
gbfeac,caefbgc
gbfead,daefbgd
gbfeca,acefbga
gbfecd,dcefbgd
gbfeda,adefbga
gbfedc,cdefbgc
gcabde,edbacge
gcabdf,fdbacgf
gcabed,debacgd
gcabef,febacgf
gcabfd,dfbacgd
gcabfe,efbacge
gcadbe,ebdacge
gcadbf,fbdacgf
gcadeb,bedacgb
gcadef,fedacgf
gcadfb,bfdacgb
gcadfe,efdacge
gcaebd,dbeacgd
gcaebf,fbeacgf
gcaedb,bdeacgb
gcaedf,fdeacgf
gcaefb,bfeacgb
gcaefd,dfeacgd
gcafbd,dbfacgd
gcafbe,ebfacge
gcafdb,bdfacgb
gcafde,edfacge
gcafeb,befacgb
gcafed,defacgd
gcbade,edabcge
gcbadf,fdabcgf
gcbaed,deabcgd
gcbaef,feabcgf
gcbafd,dfabcgd
gcbafe,efabcge
gcbdae,eadbcge
gcbdaf,fadbcgf
gcbdea,aedbcga
gcbdef,fedbcgf
gcbdfa,afdbcga
gcbdfe,efdbcge
gcbead,daebcgd
gcbeaf,faebcgf
gcbeda,adebcga
gcbedf,fdebcgf
gcbefa,afebcga
gcbefd,dfebcgd
gcbfad,dafbcgd
gcbfae,eafbcge
gcbfda,adfbcga
gcbfde,edfbcge
gcbfea,aefbcga
gcbfed,defbcgd
gcdabe,ebadcge
gcdabf,fbadcgf
gcdaeb,beadcgb
gcdaef,feadcgf
gcdafb,bfadcgb
gcdafe,efadcge
gcdbae,eabdcge
gcdbaf,fabdcgf
gcdbea,aebdcga
gcdbef,febdcgf
gcdbfa,afbdcga
gcdbfe,efbdcge
gcdeab,baedcgb
gcdeaf,faedcgf
gcdeba,abedcga
gcdebf,fbedcgf
gcdefa,afedcga
gcdefb,bfedcgb
gcdfab,bafdcgb
gcdfae,eafdcge
gcdfba,abfdcga
gcdfbe,ebfdcge
gcdfea,aefdcga
gcdfeb,befdcgb
gceabd,dbaecgd
gceabf,fbaecgf
gceadb,bdaecgb
gceadf,fdaecgf
gceafb,bfaecgb
gceafd,dfaecgd
gcebad,dabecgd
gcebaf,fabecgf
gcebda,adbecga
gcebdf,fdbecgf
gcebfa,afbecga
gcebfd,dfbecgd
gcedab,badecgb
gcedaf,fadecgf
gcedba,abdecga
gcedbf,fbdecgf
gcedfa,afdecga
gcedfb,bfdecgb
gcefab,bafecgb
gcefad,dafecgd
gcefba,abfecga
gcefbd,dbfecgd
gcefda,adfecga
gcefdb,bdfecgb
gcfabd,dbafcgd
gcfabe,ebafcge
gcfadb,bdafcgb
gcfade,edafcge
gcfaeb,beafcgb
gcfaed,deafcgd
gcfbad,dabfcgd
gcfbae,eabfcge
gcfbda,adbfcga
gcfbde,edbfcge
gcfbea,aebfcga
gcfbed,debfcgd
gcfdab,badfcgb
gcfdae,eadfcge
gcfdba,abdfcga
gcfdbe,ebdfcge
gcfdea,aedfcga
gcfdeb,bedfcgb
gcfeab,baefcgb
gcfead,daefcgd
gcfeba,abefcga
gcfebd,dbefcgd
gcfeda,adefcga
gcfedb,bdefcgb
gdabce,ecbadge
gdabcf,fcbadgf
gdabec,cebadgc
gdabef,febadgf
gdabfc,cfbadgc
gdabfe,efbadge
gdacbe,ebcadge
gdacbf,fbcadgf
gdaceb,becadgb
gdacef,fecadgf
gdacfb,bfcadgb
gdacfe,efcadge
gdaebc,cbeadgc
gdaebf,fbeadgf
gdaecb,bceadgb
gdaecf,fceadgf
gdaefb,bfeadgb
gdaefc,cfeadgc
gdafbc,cbfadgc
gdafbe,ebfadge
gdafcb,bcfadgb
gdafce,ecfadge
gdafeb,befadgb
gdafec,cefadgc
gdbace,ecabdge
gdbacf,fcabdgf
gdbaec,ceabdgc
gdbaef,feabdgf
gdbafc,cfabdgc
gdbafe,efabdge
gdbcae,eacbdge
gdbcaf,facbdgf
gdbcea,aecbdga
gdbcef,fecbdgf
gdbcfa,afcbdga
gdbcfe,efcbdge
gdbeac,caebdgc
gdbeaf,faebdgf
gdbeca,acebdga
gdbecf,fcebdgf
gdbefa,afebdga
gdbefc,cfebdgc
gdbfac,cafbdgc
gdbfae,eafbdge
gdbfca,acfbdga
gdbfce,ecfbdge
gdbfea,aefbdga
gdbfec,cefbdgc
gdcabe,ebacdge
gdcabf,fbacdgf
gdcaeb,beacdgb
gdcaef,feacdgf
gdcafb,bfacdgb
gdcafe,efacdge
gdcbae,eabcdge
gdcbaf,fabcdgf
gdcbea,aebcdga
gdcbef,febcdgf
gdcbfa,afbcdga
gdcbfe,efbcdge
gdceab,baecdgb
gdceaf,faecdgf
gdceba,abecdga
gdcebf,fbecdgf
gdcefa,afecdga
gdcefb,bfecdgb
gdcfab,bafcdgb
gdcfae,eafcdge
gdcfba,abfcdga
gdcfbe,ebfcdge
gdcfea,aefcdga
gdcfeb,befcdgb
gdeabc,cbaedgc
gdeabf,fbaedgf
gdeacb,bcaedgb
gdeacf,fcaedgf
gdeafb,bfaedgb
gdeafc,cfaedgc
gdebac,cabedgc
gdebaf,fabedgf
gdebca,acbedga
gdebcf,fcbedgf
gdebfa,afbedga
gdebfc,cfbedgc
gdecab,bacedgb
gdecaf,facedgf
gdecba,abcedga
gdecbf,fbcedgf
gdecfa,afcedga
gdecfb,bfcedgb
gdefab,bafedgb
gdefac,cafedgc
gdefba,abfedga
gdefbc,cbfedgc
gdefca,acfedga
gdefcb,bcfedgb
gdfabc,cbafdgc
gdfabe,ebafdge
gdfacb,bcafdgb
gdface,ecafdge
gdfaeb,beafdgb
gdfaec,ceafdgc
gdfbac,cabfdgc
gdfbae,eabfdge
gdfbca,acbfdga
gdfbce,ecbfdge
gdfbea,aebfdga
gdfbec,cebfdgc
gdfcab,bacfdgb
gdfcae,eacfdge
gdfcba,abcfdga
gdfcbe,ebcfdge
gdfcea,aecfdga
gdfceb,becfdgb
gdfeab,baefdgb
gdfeac,caefdgc
gdfeba,abefdga
gdfebc,cbefdgc
gdfeca,acefdga
gdfecb,bcefdgb
geabcd,dcbaegd
geabcf,fcbaegf
geabdc,cdbaegc
geabdf,fdbaegf
geabfc,cfbaegc
geabfd,dfbaegd
geacbd,dbcaegd
geacbf,fbcaegf
geacdb,bdcaegb
geacdf,fdcaegf
geacfb,bfcaegb
geacfd,dfcaegd
geadbc,cbdaegc
geadbf,fbdaegf
geadcb,bcdaegb
geadcf,fcdaegf
geadfb,bfdaegb
geadfc,cfdaegc
geafbc,cbfaegc
geafbd,dbfaegd
geafcb,bcfaegb
geafcd,dcfaegd
geafdb,bdfaegb
geafdc,cdfaegc
gebacd,dcabegd
gebacf,fcabegf
gebadc,cdabegc
gebadf,fdabegf
gebafc,cfabegc
gebafd,dfabegd
gebcad,dacbegd
gebcaf,facbegf
gebcda,adcbega
gebcdf,fdcbegf
gebcfa,afcbega
gebcfd,dfcbegd
gebdac,cadbegc
gebdaf,fadbegf
gebdca,acdbega
gebdcf,fcdbegf
gebdfa,afdbega
gebdfc,cfdbegc
gebfac,cafbegc
gebfad,dafbegd
gebfca,acfbega
gebfcd,dcfbegd
gebfda,adfbega
gebfdc,cdfbegc
gecabd,dbacegd
gecabf,fbacegf
gecadb,bdacegb
gecadf,fdacegf
gecafb,bfacegb
gecafd,dfacegd
gecbad,dabcegd
gecbaf,fabcegf
gecbda,adbcega
gecbdf,fdbcegf
gecbfa,afbcega
gecbfd,dfbcegd
gecdab,badcegb
gecdaf,fadcegf
gecdba,abdcega
gecdbf,fbdcegf
gecdfa,afdcega
gecdfb,bfdcegb
gecfab,bafcegb
gecfad,dafcegd
gecfba,abfcega
gecfbd,dbfcegd
gecfda,adfcega
gecfdb,bdfcegb
gedabc,cbadegc
gedabf,fbadegf
gedacb,bcadegb
gedacf,fcadegf
gedafb,bfadegb
gedafc,cfadegc
gedbac,cabdegc
gedbaf,fabdegf
gedbca,acbdega
gedbcf,fcbdegf
gedbfa,afbdega
gedbfc,cfbdegc
gedcab,bacdegb
gedcaf,facdegf
gedcba,abcdega
gedcbf,fbcdegf
gedcfa,afcdega
gedcfb,bfcdegb
gedfab,bafdegb
gedfac,cafdegc
gedfba,abfdega
gedfbc,cbfdegc
gedfca,acfdega
gedfcb,bcfdegb
gefabc,cbafegc
gefabd,dbafegd
gefacb,bcafegb
gefacd,dcafegd
gefadb,bdafegb
gefadc,cdafegc
gefbac,cabfegc
gefbad,dabfegd
gefbca,acbfega
gefbcd,dcbfegd
gefbda,adbfega
gefbdc,cdbfegc
gefcab,bacfegb
gefcad,dacfegd
gefcba,abcfega
gefcbd,dbcfegd
gefcda,adcfega
gefcdb,bdcfegb
gefdab,badfegb
gefdac,cadfegc
gefdba,abdfega
gefdbc,cbdfegc
gefdca,acdfega
gefdcb,bcdfegb
gfabcd,dcbafgd
gfabce,ecbafge
gfabdc,cdbafgc
gfabde,edbafge
gfabec,cebafgc
gfabed,debafgd
gfacbd,dbcafgd
gfacbe,ebcafge
gfacdb,bdcafgb
gfacde,edcafge
gfaceb,becafgb
gfaced,decafgd
gfadbc,cbdafgc
gfadbe,ebdafge
gfadcb,bcdafgb
gfadce,ecdafge
gfadeb,bedafgb
gfadec,cedafgc
gfaebc,cbeafgc
gfaebd,dbeafgd
gfaecb,bceafgb
gfaecd,dceafgd
gfaedb,bdeafgb
gfaedc,cdeafgc
gfbacd,dcabfgd
gfbace,ecabfge
gfbadc,cdabfgc
gfbade,edabfge
gfbaec,ceabfgc
gfbaed,deabfgd
gfbcad,dacbfgd
gfbcae,eacbfge
gfbcda,adcbfga
gfbcde,edcbfge
gfbcea,aecbfga
gfbced,decbfgd
gfbdac,cadbfgc
gfbdae,eadbfge
gfbdca,acdbfga
gfbdce,ecdbfge
gfbdea,aedbfga
gfbdec,cedbfgc
gfbeac,caebfgc
gfbead,daebfgd
gfbeca,acebfga
gfbecd,dcebfgd
gfbeda,adebfga
gfbedc,cdebfgc
gfcabd,dbacfgd
gfcabe,ebacfge
gfcadb,bdacfgb
gfcade,edacfge
gfcaeb,beacfgb
gfcaed,deacfgd
gfcbad,dabcfgd
gfcbae,eabcfge
gfcbda,adbcfga
gfcbde,edbcfge
gfcbea,aebcfga
gfcbed,debcfgd
gfcdab,badcfgb
gfcdae,eadcfge
gfcdba,abdcfga
gfcdbe,ebdcfge
gfcdea,aedcfga
gfcdeb,bedcfgb
gfceab,baecfgb
gfcead,daecfgd
gfceba,abecfga
gfcebd,dbecfgd
gfceda,adecfga
gfcedb,bdecfgb
gfdabc,cbadfgc
gfdabe,ebadfge
gfdacb,bcadfgb
gfdace,ecadfge
gfdaeb,beadfgb
gfdaec,ceadfgc
gfdbac,cabdfgc
gfdbae,eabdfge
gfdbca,acbdfga
gfdbce,ecbdfge
gfdbea,aebdfga
gfdbec,cebdfgc
gfdcab,bacdfgb
gfdcae,eacdfge
gfdcba,abcdfga
gfdcbe,ebcdfge
gfdcea,aecdfga
gfdceb,becdfgb
gfdeab,baedfgb
gfdeac,caedfgc
gfdeba,abedfga
gfdebc,cbedfgc
gfdeca,acedfga
gfdecb,bcedfgb
gfeabc,cbaefgc
gfeabd,dbaefgd
gfeacb,bcaefgb
gfeacd,dcaefgd
gfeadb,bdaefgb
gfeadc,cdaefgc
gfebac,cabefgc
gfebad,dabefgd
gfebca,acbefga
gfebcd,dcbefgd
gfebda,adbefga
gfebdc,cdbefgc
gfecab,bacefgb
gfecad,dacefgd
gfecba,abcefga
gfecbd,dbcefgd
gfecda,adcefga
gfecdb,bdcefgb
gfedab,badefgb
gfedac,cadefgc
gfedba,abdefga
gfedbc,cbdefgc
gfedca,acdefga
gfedcb,bcdefgb
abcdefg,gfedcba
abcdegf,fgedcba
abcdfeg,gefdcba
abcdfge,egfdcba
abcdgef,fegdcba
abcdgfe,efgdcba
abcedfg,gfdecba
abcedgf,fgdecba
abcefdg,gdfecba
abcefgd,dgfecba
abcegdf,fdgecba
abcegfd,dfgecba
abcfdeg,gedfcba
abcfdge,egdfcba
abcfedg,gdefcba
abcfegd,dgefcba
abcfgde,edgfcba
abcfged,degfcba
abcgdef,fedgcba
abcgdfe,efdgcba
abcgedf,fdegcba
abcgefd,dfegcba
abcgfde,edfgcba
abcgfed,defgcba
abdcefg,gfecdba
abdcegf,fgecdba
abdcfeg,gefcdba
abdcfge,egfcdba
abdcgef,fegcdba
abdcgfe,efgcdba
abdecfg,gfcedba
abdecgf,fgcedba
abdefcg,gcfedba
abdefgc,cgfedba
abdegcf,fcgedba
abdegfc,cfgedba
abdfceg,gecfdba
abdfcge,egcfdba
abdfecg,gcefdba
abdfegc,cgefdba
abdfgce,ecgfdba
abdfgec,cegfdba
abdgcef,fecgdba
abdgcfe,efcgdba
abdgecf,fcegdba
abdgefc,cfegdba
abdgfce,ecfgdba
abdgfec,cefgdba
abecdfg,gfdceba
abecdgf,fgdceba
abecfdg,gdfceba
abecfgd,dgfceba
abecgdf,fdgceba
abecgfd,dfgceba
abedcfg,gfcdeba
abedcgf,fgcdeba
abedfcg,gcfdeba
abedfgc,cgfdeba
abedgcf,fcgdeba
abedgfc,cfgdeba
abefcdg,gdcfeba
abefcgd,dgcfeba
abefdcg,gcdfeba
abefdgc,cgdfeba
abefgcd,dcgfeba
abefgdc,cdgfeba
abegcdf,fdcgeba
abegcfd,dfcgeba
abegdcf,fcdgeba
abegdfc,cfdgeba
abegfcd,dcfgeba
abegfdc,cdfgeba
abfcdeg,gedcfba
abfcdge,egdcfba
abfcedg,gdecfba
abfcegd,dgecfba
abfcgde,edgcfba
abfcged,degcfba
abfdceg,gecdfba
abfdcge,egcdfba
abfdecg,gcedfba
abfdegc,cgedfba
abfdgce,ecgdfba
abfdgec,cegdfba
abfecdg,gdcefba
abfecgd,dgcefba
abfedcg,gcdefba
abfedgc,cgdefba
abfegcd,dcgefba
abfegdc,cdgefba
abfgcde,edcgfba
abfgced,decgfba
abfgdce,ecdgfba
abfgdec,cedgfba
abfgecd,dcegfba
abfgedc,cdegfba
abgcdef,fedcgba
abgcdfe,efdcgba
abgcedf,fdecgba
abgcefd,dfecgba
abgcfde,edfcgba
abgcfed,defcgba
abgdcef,fecdgba
abgdcfe,efcdgba
abgdecf,fcedgba
abgdefc,cfedgba
abgdfce,ecfdgba
abgdfec,cefdgba
abgecdf,fdcegba
abgecfd,dfcegba
abgedcf,fcdegba
abgedfc,cfdegba
abgefcd,dcfegba
abgefdc,cdfegba
abgfcde,edcfgba
abgfced,decfgba
abgfdce,ecdfgba
abgfdec,cedfgba
abgfecd,dcefgba
abgfedc,cdefgba
acbdefg,gfedbca
acbdegf,fgedbca
acbdfeg,gefdbca
acbdfge,egfdbca
acbdgef,fegdbca
acbdgfe,efgdbca
acbedfg,gfdebca
acbedgf,fgdebca
acbefdg,gdfebca
acbefgd,dgfebca
acbegdf,fdgebca
acbegfd,dfgebca
acbfdeg,gedfbca
acbfdge,egdfbca
acbfedg,gdefbca
acbfegd,dgefbca
acbfgde,edgfbca
acbfged,degfbca
acbgdef,fedgbca
acbgdfe,efdgbca
acbgedf,fdegbca
acbgefd,dfegbca
acbgfde,edfgbca
acbgfed,defgbca
acdbefg,gfebdca
acdbegf,fgebdca
acdbfeg,gefbdca
acdbfge,egfbdca
acdbgef,fegbdca
acdbgfe,efgbdca
acdebfg,gfbedca
acdebgf,fgbedca
acdefbg,gbfedca
acdefgb,bgfedca
acdegbf,fbgedca
acdegfb,bfgedca
acdfbeg,gebfdca
acdfbge,egbfdca
acdfebg,gbefdca
acdfegb,bgefdca
acdfgbe,ebgfdca
acdfgeb,begfdca
acdgbef,febgdca
acdgbfe,efbgdca
acdgebf,fbegdca
acdgefb,bfegdca
acdgfbe,ebfgdca
acdgfeb,befgdca
acebdfg,gfdbeca
acebdgf,fgdbeca
acebfdg,gdfbeca
acebfgd,dgfbeca
acebgdf,fdgbeca
acebgfd,dfgbeca
acedbfg,gfbdeca
acedbgf,fgbdeca
acedfbg,gbfdeca
acedfgb,bgfdeca
acedgbf,fbgdeca
acedgfb,bfgdeca
acefbdg,gdbfeca
acefbgd,dgbfeca
acefdbg,gbdfeca
acefdgb,bgdfeca
acefgbd,dbgfeca
acefgdb,bdgfeca
acegbdf,fdbgeca
acegbfd,dfbgeca
acegdbf,fbdgeca
acegdfb,bfdgeca
acegfbd,dbfgeca
acegfdb,bdfgeca
acfbdeg,gedbfca
acfbdge,egdbfca
acfbedg,gdebfca
acfbegd,dgebfca
acfbgde,edgbfca
acfbged,degbfca
acfdbeg,gebdfca
acfdbge,egbdfca
acfdebg,gbedfca
acfdegb,bgedfca
acfdgbe,ebgdfca
acfdgeb,begdfca
acfebdg,gdbefca
acfebgd,dgbefca
acfedbg,gbdefca
acfedgb,bgdefca
acfegbd,dbgefca
acfegdb,bdgefca
acfgbde,edbgfca
acfgbed,debgfca
acfgdbe,ebdgfca
acfgdeb,bedgfca
acfgebd,dbegfca
acfgedb,bdegfca
acgbdef,fedbgca
acgbdfe,efdbgca
acgbedf,fdebgca
acgbefd,dfebgca
acgbfde,edfbgca
acgbfed,defbgca
acgdbef,febdgca
acgdbfe,efbdgca
acgdebf,fbedgca
acgdefb,bfedgca
acgdfbe,ebfdgca
acgdfeb,befdgca
acgebdf,fdbegca
acgebfd,dfbegca
acgedbf,fbdegca
acgedfb,bfdegca
acgefbd,dbfegca
acgefdb,bdfegca
acgfbde,edbfgca
acgfbed,debfgca
acgfdbe,ebdfgca
acgfdeb,bedfgca
acgfebd,dbefgca
acgfedb,bdefgca
adbcefg,gfecbda
adbcegf,fgecbda
adbcfeg,gefcbda
adbcfge,egfcbda
adbcgef,fegcbda
adbcgfe,efgcbda
adbecfg,gfcebda
adbecgf,fgcebda
adbefcg,gcfebda
adbefgc,cgfebda
adbegcf,fcgebda
adbegfc,cfgebda
adbfceg,gecfbda
adbfcge,egcfbda
adbfecg,gcefbda
adbfegc,cgefbda
adbfgce,ecgfbda
adbfgec,cegfbda
adbgcef,fecgbda
adbgcfe,efcgbda
adbgecf,fcegbda
adbgefc,cfegbda
adbgfce,ecfgbda
adbgfec,cefgbda
adcbefg,gfebcda
adcbegf,fgebcda
adcbfeg,gefbcda
adcbfge,egfbcda
adcbgef,fegbcda
adcbgfe,efgbcda
adcebfg,gfbecda
adcebgf,fgbecda
adcefbg,gbfecda
adcefgb,bgfecda
adcegbf,fbgecda
adcegfb,bfgecda
adcfbeg,gebfcda
adcfbge,egbfcda
adcfebg,gbefcda
adcfegb,bgefcda
adcfgbe,ebgfcda
adcfgeb,begfcda
adcgbef,febgcda
adcgbfe,efbgcda
adcgebf,fbegcda
adcgefb,bfegcda
adcgfbe,ebfgcda
adcgfeb,befgcda
adebcfg,gfcbeda
adebcgf,fgcbeda
adebfcg,gcfbeda
adebfgc,cgfbeda
adebgcf,fcgbeda
adebgfc,cfgbeda
adecbfg,gfbceda
adecbgf,fgbceda
adecfbg,gbfceda
adecfgb,bgfceda
adecgbf,fbgceda
adecgfb,bfgceda
adefbcg,gcbfeda
adefbgc,cgbfeda
adefcbg,gbcfeda
adefcgb,bgcfeda
adefgbc,cbgfeda
adefgcb,bcgfeda
adegbcf,fcbgeda
adegbfc,cfbgeda
adegcbf,fbcgeda
adegcfb,bfcgeda
adegfbc,cbfgeda
adegfcb,bcfgeda
adfbceg,gecbfda
adfbcge,egcbfda
adfbecg,gcebfda
adfbegc,cgebfda
adfbgce,ecgbfda
adfbgec,cegbfda
adfcbeg,gebcfda
adfcbge,egbcfda
adfcebg,gbecfda
adfcegb,bgecfda
adfcgbe,ebgcfda
adfcgeb,begcfda
adfebcg,gcbefda
adfebgc,cgbefda
adfecbg,gbcefda
adfecgb,bgcefda
adfegbc,cbgefda
adfegcb,bcgefda
adfgbce,ecbgfda
adfgbec,cebgfda
adfgcbe,ebcgfda
adfgceb,becgfda
adfgebc,cbegfda
adfgecb,bcegfda
adgbcef,fecbgda
adgbcfe,efcbgda
adgbecf,fcebgda
adgbefc,cfebgda
adgbfce,ecfbgda
adgbfec,cefbgda
adgcbef,febcgda
adgcbfe,efbcgda
adgcebf,fbecgda
adgcefb,bfecgda
adgcfbe,ebfcgda
adgcfeb,befcgda
adgebcf,fcbegda
adgebfc,cfbegda
adgecbf,fbcegda
adgecfb,bfcegda
adgefbc,cbfegda
adgefcb,bcfegda
adgfbce,ecbfgda
adgfbec,cebfgda
adgfcbe,ebcfgda
adgfceb,becfgda
adgfebc,cbefgda
adgfecb,bcefgda
aebcdfg,gfdcbea
aebcdgf,fgdcbea
aebcfdg,gdfcbea
aebcfgd,dgfcbea
aebcgdf,fdgcbea
aebcgfd,dfgcbea
aebdcfg,gfcdbea
aebdcgf,fgcdbea
aebdfcg,gcfdbea
aebdfgc,cgfdbea
aebdgcf,fcgdbea
aebdgfc,cfgdbea
aebfcdg,gdcfbea
aebfcgd,dgcfbea
aebfdcg,gcdfbea
aebfdgc,cgdfbea
aebfgcd,dcgfbea
aebfgdc,cdgfbea
aebgcdf,fdcgbea
aebgcfd,dfcgbea
aebgdcf,fcdgbea
aebgdfc,cfdgbea
aebgfcd,dcfgbea
aebgfdc,cdfgbea
aecbdfg,gfdbcea
aecbdgf,fgdbcea
aecbfdg,gdfbcea
aecbfgd,dgfbcea
aecbgdf,fdgbcea
aecbgfd,dfgbcea
aecdbfg,gfbdcea
aecdbgf,fgbdcea
aecdfbg,gbfdcea
aecdfgb,bgfdcea
aecdgbf,fbgdcea
aecdgfb,bfgdcea
aecfbdg,gdbfcea
aecfbgd,dgbfcea
aecfdbg,gbdfcea
aecfdgb,bgdfcea
aecfgbd,dbgfcea
aecfgdb,bdgfcea
aecgbdf,fdbgcea
aecgbfd,dfbgcea
aecgdbf,fbdgcea
aecgdfb,bfdgcea
aecgfbd,dbfgcea
aecgfdb,bdfgcea
aedbcfg,gfcbdea
aedbcgf,fgcbdea
aedbfcg,gcfbdea
aedbfgc,cgfbdea
aedbgcf,fcgbdea
aedbgfc,cfgbdea
aedcbfg,gfbcdea
aedcbgf,fgbcdea
aedcfbg,gbfcdea
aedcfgb,bgfcdea
aedcgbf,fbgcdea
aedcgfb,bfgcdea
aedfbcg,gcbfdea
aedfbgc,cgbfdea
aedfcbg,gbcfdea
aedfcgb,bgcfdea
aedfgbc,cbgfdea
aedfgcb,bcgfdea
aedgbcf,fcbgdea
aedgbfc,cfbgdea
aedgcbf,fbcgdea
aedgcfb,bfcgdea
aedgfbc,cbfgdea
aedgfcb,bcfgdea
aefbcdg,gdcbfea
aefbcgd,dgcbfea
aefbdcg,gcdbfea
aefbdgc,cgdbfea
aefbgcd,dcgbfea
aefbgdc,cdgbfea
aefcbdg,gdbcfea
aefcbgd,dgbcfea
aefcdbg,gbdcfea
aefcdgb,bgdcfea
aefcgbd,dbgcfea
aefcgdb,bdgcfea
aefdbcg,gcbdfea
aefdbgc,cgbdfea
aefdcbg,gbcdfea
aefdcgb,bgcdfea
aefdgbc,cbgdfea
aefdgcb,bcgdfea
aefgbcd,dcbgfea
aefgbdc,cdbgfea
aefgcbd,dbcgfea
aefgcdb,bdcgfea
aefgdbc,cbdgfea
aefgdcb,bcdgfea
aegbcdf,fdcbgea
aegbcfd,dfcbgea
aegbdcf,fcdbgea
aegbdfc,cfdbgea
aegbfcd,dcfbgea
aegbfdc,cdfbgea
aegcbdf,fdbcgea
aegcbfd,dfbcgea
aegcdbf,fbdcgea
aegcdfb,bfdcgea
aegcfbd,dbfcgea
aegcfdb,bdfcgea
aegdbcf,fcbdgea
aegdbfc,cfbdgea
aegdcbf,fbcdgea
aegdcfb,bfcdgea
aegdfbc,cbfdgea
aegdfcb,bcfdgea
aegfbcd,dcbfgea
aegfbdc,cdbfgea
aegfcbd,dbcfgea
aegfcdb,bdcfgea
aegfdbc,cbdfgea
aegfdcb,bcdfgea
afbcdeg,gedcbfa
afbcdge,egdcbfa
afbcedg,gdecbfa
afbcegd,dgecbfa
afbcgde,edgcbfa
afbcged,degcbfa
afbdceg,gecdbfa
afbdcge,egcdbfa
afbdecg,gcedbfa
afbdegc,cgedbfa
afbdgce,ecgdbfa
afbdgec,cegdbfa
afbecdg,gdcebfa
afbecgd,dgcebfa
afbedcg,gcdebfa
afbedgc,cgdebfa
afbegcd,dcgebfa
afbegdc,cdgebfa
afbgcde,edcgbfa
afbgced,decgbfa
afbgdce,ecdgbfa
afbgdec,cedgbfa
afbgecd,dcegbfa
afbgedc,cdegbfa
afcbdeg,gedbcfa
afcbdge,egdbcfa
afcbedg,gdebcfa
afcbegd,dgebcfa
afcbgde,edgbcfa
afcbged,degbcfa
afcdbeg,gebdcfa
afcdbge,egbdcfa
afcdebg,gbedcfa
afcdegb,bgedcfa
afcdgbe,ebgdcfa
afcdgeb,begdcfa
afcebdg,gdbecfa
afcebgd,dgbecfa
afcedbg,gbdecfa
afcedgb,bgdecfa
afcegbd,dbgecfa
afcegdb,bdgecfa
afcgbde,edbgcfa
afcgbed,debgcfa
afcgdbe,ebdgcfa
afcgdeb,bedgcfa
afcgebd,dbegcfa
afcgedb,bdegcfa
afdbceg,gecbdfa
afdbcge,egcbdfa
afdbecg,gcebdfa
afdbegc,cgebdfa
afdbgce,ecgbdfa
afdbgec,cegbdfa
afdcbeg,gebcdfa
afdcbge,egbcdfa
afdcebg,gbecdfa
afdcegb,bgecdfa
afdcgbe,ebgcdfa
afdcgeb,begcdfa
afdebcg,gcbedfa
afdebgc,cgbedfa
afdecbg,gbcedfa
afdecgb,bgcedfa
afdegbc,cbgedfa
afdegcb,bcgedfa
afdgbce,ecbgdfa
afdgbec,cebgdfa
afdgcbe,ebcgdfa
afdgceb,becgdfa
afdgebc,cbegdfa
afdgecb,bcegdfa
afebcdg,gdcbefa
afebcgd,dgcbefa
afebdcg,gcdbefa
afebdgc,cgdbefa
afebgcd,dcgbefa
afebgdc,cdgbefa
afecbdg,gdbcefa
afecbgd,dgbcefa
afecdbg,gbdcefa
afecdgb,bgdcefa
afecgbd,dbgcefa
afecgdb,bdgcefa
afedbcg,gcbdefa
afedbgc,cgbdefa
afedcbg,gbcdefa
afedcgb,bgcdefa
afedgbc,cbgdefa
afedgcb,bcgdefa
afegbcd,dcbgefa
afegbdc,cdbgefa
afegcbd,dbcgefa
afegcdb,bdcgefa
afegdbc,cbdgefa
afegdcb,bcdgefa
afgbcde,edcbgfa
afgbced,decbgfa
afgbdce,ecdbgfa
afgbdec,cedbgfa
afgbecd,dcebgfa
afgbedc,cdebgfa
afgcbde,edbcgfa
afgcbed,debcgfa
afgcdbe,ebdcgfa
afgcdeb,bedcgfa
afgcebd,dbecgfa
afgcedb,bdecgfa
afgdbce,ecbdgfa
afgdbec,cebdgfa
afgdcbe,ebcdgfa
afgdceb,becdgfa
afgdebc,cbedgfa
afgdecb,bcedgfa
afgebcd,dcbegfa
afgebdc,cdbegfa
afgecbd,dbcegfa
afgecdb,bdcegfa
afgedbc,cbdegfa
afgedcb,bcdegfa
agbcdef,fedcbga
agbcdfe,efdcbga
agbcedf,fdecbga
agbcefd,dfecbga
agbcfde,edfcbga
agbcfed,defcbga
agbdcef,fecdbga
agbdcfe,efcdbga
agbdecf,fcedbga
agbdefc,cfedbga
agbdfce,ecfdbga
agbdfec,cefdbga
agbecdf,fdcebga
agbecfd,dfcebga
agbedcf,fcdebga
agbedfc,cfdebga
agbefcd,dcfebga
agbefdc,cdfebga
agbfcde,edcfbga
agbfced,decfbga
agbfdce,ecdfbga
agbfdec,cedfbga
agbfecd,dcefbga
agbfedc,cdefbga
agcbdef,fedbcga
agcbdfe,efdbcga
agcbedf,fdebcga
agcbefd,dfebcga
agcbfde,edfbcga
agcbfed,defbcga
